Herptile,Mammal,Fruit,Nectar,Fish,Woody,Other,Animal,Plant,Herbaceous,Vertebrate,Invertebrate,Leaf,Seed,Bird,trophic_level,activity_cycle,freshwater,marine,terrestrial_non-volant,terrestrial_volant,habitat_breadth_n,Activity.Nocturnal,Activity.Crepuscular,BodyMass.SpecLevel,Activity.Diurnal,scientific,Order,Family,Genus,DerekDietClassification90InsVertivoreSorting,foraging_stratum,biogeographical_realm,Species,adult_mass_g,dphy_invertebrate,dphy_vertebrate,dphy_plant,adult_body_mass_g,Diet.VertTerrestrial,Diet.VertAll,Diet.AnimalsAll,Diet.PlantHighSugar,Diet.PlantLowSugar,Diet.Vunk,Diet.Seed,BodyMass.Value,Diet.Vect,Diet.Scav,Diet.Nect,Diet.PlantO,Diet.Vend,Diet.Inv,Diet.Fruit,Diet.Vfish,Diet.PlantAll
0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,Wyulda squamicaudata,DIPROTODONTIA,PHALANGERIDAE,Wyulda,,Ar,Australasian,squamicaudata,1799.21,20.0,10.0,70.0,1799.21,10.0,10.0,30.0,20.0,50.0,10.0,0.0,1675.0,0.0,0.0,0.0,50.0,0.0,20.0,20.0,0.0,70.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Hemibelideus lemuroides,DIPROTODONTIA,PSEUDOCHEIRIDAE,Hemibelideus,,Ar,Australasian,lemuroides,1040.0,0.0,0.0,100.0,1040.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,952.5,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Petauroides volans,DIPROTODONTIA,PSEUDOCHEIRIDAE,Petauroides,,Ar,Australasian,volans,1141.0,0.0,0.0,100.0,1141.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1300.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Petropseudes dahli,DIPROTODONTIA,PSEUDOCHEIRIDAE,Petropseudes,,Ar,Australasian,dahli,1877.03,0.0,0.0,100.0,1877.03,0.0,0.0,0.0,30.0,70.0,0.0,0.0,1640.0,0.0,0.0,0.0,70.0,0.0,0.0,30.0,0.0,100.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,Pseudocheirus peregrinus,DIPROTODONTIA,PSEUDOCHEIRIDAE,Pseudocheirus,,Ar,Australasian,peregrinus,859.3,0.0,0.0,100.0,859.3,0.0,0.0,0.0,30.0,70.0,0.0,0.0,900.0,0.0,0.0,10.0,70.0,0.0,0.0,20.0,0.0,100.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Pseudochirulus caroli,DIPROTODONTIA,PSEUDOCHEIRIDAE,Pseudochirulus,,Ar,Australasian,caroli,456.02,0.0,0.0,100.0,456.02,0.0,0.0,0.0,20.0,80.0,0.0,0.0,456.02,0.0,0.0,0.0,80.0,0.0,0.0,20.0,0.0,100.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Pseudochirulus schlegeli,DIPROTODONTIA,PSEUDOCHEIRIDAE,Pseudochirulus,,Ar,Australasian,schlegeli,447.3,0.0,0.0,100.0,447.3,0.0,0.0,0.0,20.0,80.0,0.0,0.0,255.44,0.0,0.0,0.0,80.0,0.0,0.0,20.0,0.0,100.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Pseudochirulus mayeri,DIPROTODONTIA,PSEUDOCHEIRIDAE,Pseudochirulus,,Ar,Australasian,mayeri,153.125,0.0,0.0,100.0,153.125,0.0,0.0,0.0,20.0,80.0,0.0,0.0,151.75,0.0,0.0,0.0,80.0,0.0,0.0,20.0,0.0,100.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,Pseudochirulus larvatus,DIPROTODONTIA,PSEUDOCHEIRIDAE,Pseudochirulus,,Ar,Australasian,larvatus,649.0,0.0,0.0,100.0,639.16,0.0,0.0,0.0,20.0,80.0,0.0,0.0,448.3,0.0,0.0,0.0,80.0,0.0,0.0,20.0,0.0,100.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Pseudochirulus herbertensis,DIPROTODONTIA,PSEUDOCHEIRIDAE,Pseudochirulus,,Ar,Australasian,herbertensis,1098.34,0.0,0.0,100.0,1098.34,0.0,0.0,0.0,20.0,80.0,0.0,0.0,1098.34,0.0,0.0,0.0,80.0,0.0,0.0,20.0,0.0,100.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Pseudochirulus forbesi,DIPROTODONTIA,PSEUDOCHEIRIDAE,Pseudochirulus,,Ar,Australasian,forbesi,639.16,0.0,0.0,100.0,639.16,0.0,0.0,0.0,20.0,80.0,0.0,0.0,639.16,0.0,0.0,0.0,80.0,0.0,0.0,20.0,0.0,100.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Pseudochirulus cinereus,DIPROTODONTIA,PSEUDOCHEIRIDAE,Pseudochirulus,,Ar,Australasian,cinereus,977.48,0.0,0.0,100.0,977.48,0.0,0.0,0.0,20.0,80.0,0.0,0.0,977.48,0.0,0.0,0.0,80.0,0.0,0.0,20.0,0.0,100.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Pseudochirulus canescens,DIPROTODONTIA,PSEUDOCHEIRIDAE,Pseudochirulus,,Ar,Australasian,canescens,700.0,0.0,0.0,100.0,700.0,0.0,0.0,0.0,20.0,80.0,0.0,0.0,300.0,0.0,0.0,0.0,80.0,0.0,0.0,20.0,0.0,100.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Pseudochirops albertisii,DIPROTODONTIA,PSEUDOCHEIRIDAE,Pseudochirops,,Ar,Australasian,albertisii,784.85,0.0,0.0,100.0,784.85,0.0,0.0,0.0,10.0,90.0,0.0,0.0,784.85,0.0,0.0,0.0,90.0,0.0,0.0,10.0,0.0,100.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Pseudochirops archeri,DIPROTODONTIA,PSEUDOCHEIRIDAE,Pseudochirops,,Ar,Australasian,archeri,1118.96,0.0,0.0,100.0,1118.96,0.0,0.0,0.0,10.0,90.0,0.0,0.0,1091.5,0.0,0.0,0.0,90.0,0.0,0.0,10.0,0.0,100.0
0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Pseudochirops corinnae,DIPROTODONTIA,PSEUDOCHEIRIDAE,Pseudochirops,H-Nonspecific-Herbivore,Ar,Australasian,corinnae,1123.0,0.0,0.0,100.0,1123.0,0.0,0.0,0.0,10.0,90.0,0.0,0.0,1123.0,0.0,0.0,0.0,90.0,0.0,0.0,10.0,0.0,100.0
0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Pseudochirops coronatus,DIPROTODONTIA,PSEUDOCHEIRIDAE,Pseudochirops,,Ar,Australasian,coronatus,1090.35,0.0,0.0,100.0,1090.35,0.0,0.0,0.0,10.0,90.0,0.0,0.0,1500.0,0.0,0.0,0.0,90.0,0.0,0.0,10.0,0.0,100.0
0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,Pseudochirops cupreus,DIPROTODONTIA,PSEUDOCHEIRIDAE,Pseudochirops,H-Nonspecific-Herbivore,Ar,Australasian,cupreus,1764.08,0.0,0.0,100.0,1764.08,0.0,0.0,0.0,10.0,90.0,0.0,0.0,1724.5,0.0,0.0,0.0,90.0,0.0,0.0,10.0,0.0,100.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Dactylopsila tatei,DIPROTODONTIA,PETAURIDAE,Dactylopsila,,Ar,Australasian,tatei,359.0,80.0,0.0,20.0,359.0,0.0,0.0,80.0,10.0,10.0,0.0,0.0,252.0,0.0,0.0,0.0,10.0,0.0,80.0,10.0,0.0,20.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Dactylopsila trivirgata,DIPROTODONTIA,PETAURIDAE,Dactylopsila,,Ar,Australasian,trivirgata,406.705,80.0,0.0,20.0,406.705,0.0,0.0,80.0,10.0,10.0,0.0,0.0,413.53,0.0,0.0,0.0,10.0,0.0,80.0,10.0,0.0,20.0
,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,Dactylopsila palpator,,,,,,,,68.16,20.0,0.0,70.0,82.01,0.0,0.0,20.0,0.0,20.0,0.0,0.0,75.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,0.0,70.0
0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,Dactylopsila megalura,DIPROTODONTIA,PETAURIDAE,Dactylopsila,,Ar,Australasian,megalura,400.0,80.0,0.0,20.0,400.0,0.0,0.0,80.0,10.0,10.0,0.0,0.0,277.74,0.0,0.0,0.0,10.0,0.0,80.0,10.0,0.0,20.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Gymnobelideus leadbeateri,DIPROTODONTIA,PETAURIDAE,Gymnobelideus,O-For Examination,Ar,Australasian,leadbeateri,133.66,50.0,0.0,50.0,133.66,0.0,0.0,50.0,50.0,0.0,0.0,0.0,127.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,50.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Petaurus abidi,DIPROTODONTIA,PETAURIDAE,Petaurus,,Ar,Australasian,abidi,278.0,40.0,10.0,50.0,278.0,10.0,10.0,50.0,30.0,20.0,10.0,20.0,278.0,0.0,0.0,30.0,0.0,0.0,40.0,0.0,0.0,50.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,Petaurus breviceps,DIPROTODONTIA,PETAURIDAE,Petaurus,,Ar,Australasian,breviceps,127.55,40.0,10.0,50.0,127.55,10.0,10.0,50.0,30.0,20.0,10.0,20.0,106.28,0.0,0.0,30.0,0.0,0.0,40.0,0.0,0.0,50.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,Petaurus norfolcensis,DIPROTODONTIA,PETAURIDAE,Petaurus,,Ar,Australasian,norfolcensis,272.5,40.0,10.0,50.0,272.5,10.0,10.0,50.0,30.0,20.0,10.0,20.0,230.0,0.0,0.0,30.0,0.0,0.0,40.0,0.0,0.0,50.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Petaurus australis,DIPROTODONTIA,PETAURIDAE,Petaurus,,Ar,Australasian,australis,572.5,40.0,10.0,50.0,572.5,10.0,10.0,50.0,30.0,20.0,10.0,20.0,575.0,0.0,0.0,30.0,0.0,0.0,40.0,0.0,0.0,50.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Petaurus gracilis,DIPROTODONTIA,PETAURIDAE,Petaurus,,Ar,Australasian,gracilis,310.0,40.0,10.0,50.0,310.0,10.0,10.0,50.0,30.0,20.0,10.0,20.0,353.0,0.0,0.0,30.0,0.0,0.0,40.0,0.0,0.0,50.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,Petaurus biacensis,DIPROTODONTIA,PETAURIDAE,Petaurus,,Ar,Australasian,biacensis,127.0,29.0,14.0,57.0,127.0,10.0,10.0,50.0,30.0,20.0,10.0,20.0,90.98,0.0,0.0,30.0,0.0,0.0,40.0,0.0,0.0,50.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Tarsipes rostratus,DIPROTODONTIA,TARSIPEDIDAE,Tarsipes,,Ar,Australasian,rostratus,10.0,0.0,0.0,100.0,10.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,9.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0
0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Acrobates pygmaeus,DIPROTODONTIA,ACROBATIDAE,Acrobates,,Ar,Australasian,pygmaeus,13.0,80.0,0.0,20.0,13.0,0.0,0.0,80.0,10.0,10.0,0.0,0.0,12.0,0.0,0.0,10.0,10.0,0.0,80.0,0.0,0.0,20.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,Distoechurus pennatus,DIPROTODONTIA,ACROBATIDAE,Distoechurus,,Ar,Australasian,pennatus,52.12,40.0,0.0,60.0,52.12,0.0,0.0,40.0,60.0,0.0,0.0,0.0,44.1,0.0,0.0,20.0,0.0,0.0,40.0,40.0,0.0,60.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,Lagorchestes leporides,DIPROTODONTIA,MACROPODIDAE,Lagorchestes,,G,Australasian,leporides,3000.0,0.0,0.0,100.0,3000.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3000.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,Lagorchestes hirsutus,DIPROTODONTIA,MACROPODIDAE,Lagorchestes,,G,Australasian,hirsutus,1358.57,0.0,0.0,100.0,1358.57,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1265.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,Lagorchestes conspicillatus,DIPROTODONTIA,MACROPODIDAE,Lagorchestes,,G,Australasian,conspicillatus,2740.505,0.0,0.0,100.0,2740.505,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3050.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Lagorchestes asomatus,DIPROTODONTIA,MACROPODIDAE,Lagorchestes,,G,Australasian,asomatus,1500.0,0.0,0.0,100.0,1500.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1500.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0,0.0,Macropus fuliginosus,DIPROTODONTIA,MACROPODIDAE,Macropus,H-Nonspecific-Herbivore,G,Australasian,fuliginosus,26907.35,0.0,0.0,100.0,26907.35,0.0,0.0,0.0,0.0,100.0,0.0,0.0,22000.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0,0.0,Macropus giganteus,DIPROTODONTIA,MACROPODIDAE,Macropus,H-Nonspecific-Herbivore,G,Australasian,giganteus,41454.945,0.0,0.0,100.0,41454.945,0.0,0.0,0.0,0.0,100.0,0.0,0.0,25875.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,Macropus parryi,DIPROTODONTIA,MACROPODIDAE,Macropus,,G,Australasian,parryi,12629.83,0.0,0.0,100.0,12629.83,0.0,0.0,0.0,0.0,100.0,0.0,0.0,13500.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,Macropus dorsalis,DIPROTODONTIA,MACROPODIDAE,Macropus,,G,Australasian,dorsalis,11249.96,0.0,0.0,100.0,11249.96,0.0,0.0,0.0,0.0,100.0,0.0,0.0,11250.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,Macropus eugenii,DIPROTODONTIA,MACROPODIDAE,Macropus,H-Nonspecific-Herbivore,G,Australasian,eugenii,5037.24,0.0,0.0,100.0,5037.24,0.0,0.0,0.0,0.0,100.0,0.0,0.0,6500.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,Macropus greyi,DIPROTODONTIA,MACROPODIDAE,Macropus,,G,Australasian,greyi,10000.0,0.0,0.0,100.0,10000.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,10000.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,Macropus parma,DIPROTODONTIA,MACROPODIDAE,Macropus,,G,Australasian,parma,4203.31,0.0,0.0,100.0,4203.31,0.0,0.0,0.0,0.0,100.0,0.0,0.0,4500.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,Macropus agilis,DIPROTODONTIA,MACROPODIDAE,Macropus,,G,Australasian,agilis,13907.875,0.0,0.0,100.0,13907.875,0.0,0.0,0.0,0.0,100.0,0.0,0.0,15000.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,Macropus rufogriseus,DIPROTODONTIA,MACROPODIDAE,Macropus,,G,Australasian,rufogriseus,16525.0,0.0,0.0,100.0,16525.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,16850.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,Macropus irma,DIPROTODONTIA,MACROPODIDAE,Macropus,,G,Australasian,irma,8000.0,0.0,0.0,100.0,8000.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,8000.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,Macropus antilopinus,DIPROTODONTIA,MACROPODIDAE,Macropus,,G,Australasian,antilopinus,29647.9,0.0,0.0,100.0,29647.9,0.0,0.0,0.0,0.0,100.0,0.0,0.0,27250.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,Macropus robustus,DIPROTODONTIA,MACROPODIDAE,Macropus,,G,Australasian,robustus,29647.9,0.0,0.0,100.0,29647.9,0.0,0.0,0.0,0.0,100.0,0.0,0.0,21262.5,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,Macropus bernardus,DIPROTODONTIA,MACROPODIDAE,Macropus,,G,Australasian,bernardus,17500.0,0.0,0.0,100.0,17500.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,17000.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0,0.0,Macropus rufus,DIPROTODONTIA,MACROPODIDAE,Macropus,,G,Australasian,rufus,35729.195,0.0,0.0,100.0,35729.195,0.0,0.0,0.0,0.0,100.0,0.0,0.0,46250.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Dendrolagus inustus,DIPROTODONTIA,MACROPODIDAE,Dendrolagus,,Ar,Australasian,inustus,8293.4,0.0,0.0,100.0,8293.4,0.0,0.0,0.0,50.0,50.0,0.0,0.0,13031.25,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,100.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Dendrolagus lumholtzi,DIPROTODONTIA,MACROPODIDAE,Dendrolagus,,Ar,Australasian,lumholtzi,6649.97,0.0,0.0,100.0,6649.97,0.0,0.0,0.0,50.0,50.0,0.0,0.0,6750.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,100.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Dendrolagus matschiei,DIPROTODONTIA,MACROPODIDAE,Dendrolagus,,Ar,Australasian,matschiei,7080.0,0.0,0.0,100.0,7080.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,6960.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,100.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,Dendrolagus mbaiso,DIPROTODONTIA,MACROPODIDAE,Dendrolagus,,Ar,Australasian,mbaiso,9395.06,0.0,0.0,100.0,9395.06,0.0,0.0,0.0,50.0,50.0,0.0,0.0,9395.06,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,100.0
