Order,Family,Genus,Species,Binomial,Species.Name,vertebrate,invertebrate,fibrousplant,nonfibrousplant,Adult_bodymass_g,Diet_category,Adult_bodymass_kg,Diet category based on prey type
Primates,Hylobatidae,Nomascus,concolor,Nomascus concolor,Nomascus_concolor,0,0,1,1,5700,Nonfibrous/Fibrous,5.7,Herbivore
Primates,Indriidae,Avahi,laniger,Avahi laniger,Avahi_laniger,0,0,1,1,900,Nonfibrous/Fibrous,0.9,Herbivore
Primates,Indriidae,Indri,indri,Indri indri,Indri_indri,0,0,1,1,8000,Nonfibrous/Fibrous,8,Herbivore
Primates,Indriidae,Propithecus,diadema,Propithecus diadema,Propithecus_diadema,0,0,1,1,7500,Nonfibrous/Fibrous,7.5,Herbivore
Primates,Indriidae,Propithecus,tattersalli,Propithecus tattersalli,Propithecus_tattersalli,0,0,1,1,3500,Nonfibrous/Fibrous,3.5,Herbivore
Primates,Indriidae,Propithecus,verreauxi,Propithecus verreauxi,Propithecus_verreauxi,0,0,1,1,3480,Nonfibrous/Fibrous,3.48,Herbivore
Primates,Lemuridae,Eulemur,coronatus,Eulemur coronatus,Eulemur_coronatus,0,0,1,1,1650,Nonfibrous/Fibrous,1.65,Herbivore
Primates,Lemuridae,Eulemur,fulvus,Eulemur fulvus,Eulemur_fulvus,0,0,1,1,3150,Nonfibrous/Fibrous,3.15,Herbivore
Primates,Lemuridae,Eulemur,macaco,Eulemur macaco,Eulemur_macaco,0,0,1,1,2040,Nonfibrous/Fibrous,2.04,Herbivore
Primates,Lemuridae,Eulemur,mongoz,Eulemur mongoz,Eulemur_mongoz,0,0,0,1,1600,Nonfibrous,1.6,Herbivore
Primates,Lemuridae,Eulemur,rubriventer,Eulemur rubriventer,Eulemur_rubriventer,0,0,1,1,1400,Nonfibrous/Fibrous,1.4,Herbivore
Primates,Lemuridae,Hapalemur,aureus,Hapalemur aureus,Hapalemur_aureus,0,0,1,1,1575,Nonfibrous/Fibrous,1.575,Herbivore
Primates,Lemuridae,Hapalemur,griseus,Hapalemur griseus,Hapalemur_griseus,0,0,1,1,1400,Nonfibrous/Fibrous,1.4,Herbivore
Primates,Lemuridae,Lemur,catta,Lemur catta,Lemur_catta,0,0,1,1,2900,Nonfibrous/Fibrous,2.9,Herbivore
Primates,Lemuridae,Prolemur,simus,Prolemur simus,Prolemur_simus,0,0,1,1,2350,Nonfibrous/Fibrous,2.35,Herbivore
Primates,Lemuridae,Varecia,variegata,Varecia variegata,Varecia_variegata,0,0,1,1,3850,Nonfibrous/Fibrous,3.85,Herbivore
Primates,Lepilemuridae,Lepilemur,leucopus,Lepilemur leucopus,Lepilemur_leucopus,0,0,1,1,650,Nonfibrous/Fibrous,0.65,Herbivore
Primates,Lepilemuridae,Lepilemur,mustelinus,Lepilemur mustelinus,Lepilemur_mustelinus,0,0,1,1,773,Nonfibrous/Fibrous,0.773,Herbivore
Primates,Lepilemuridae,Lepilemur,ruficaudatus,Lepilemur ruficaudatus,Lepilemur_ruficaudatus,0,0,1,1,700,Nonfibrous/Fibrous,0.7,Herbivore
Primates,Pitheciidae,Cacajao,melanocephalus,Cacajao melanocephalus,Cacajao_melanocephalus,0,0,0,1,3800,Nonfibrous,3.8,Herbivore
Primates,Pitheciidae,Callicebus,moloch,Callicebus moloch,Callicebus_moloch,0,0,1,1,854.7,Nonfibrous/Fibrous,0.8547,Herbivore
Primates,Pitheciidae,Callicebus,personatus,Callicebus personatus,Callicebus_personatus,0,0,1,1,1350,Nonfibrous/Fibrous,1.35,Herbivore
Primates,Pitheciidae,Chiropotes,albinasus,Chiropotes albinasus,Chiropotes_albinasus,0,0,0,1,2900,Nonfibrous,2.9,Herbivore
Primates,Pitheciidae,Chiropotes,satanas,Chiropotes satanas,Chiropotes_satanas,0,0,0,1,3000,Nonfibrous,3,Herbivore
Primates,Pitheciidae,Pithecia,albicans,Pithecia albicans,Pithecia_albicans,0,0,1,1,2800,Nonfibrous/Fibrous,2.8,Herbivore
Primates,Pitheciidae,Pithecia,pithecia,Pithecia pithecia,Pithecia_pithecia,0,0,1,1,1375.5,Nonfibrous/Fibrous,1.3755,Herbivore
Proboscidea,Elephantidae,Elephas,maximus,Elephas maximus,Elephas_maximus,0,0,1,1,2720000,Nonfibrous/Fibrous,2720,Herbivore
Proboscidea,Elephantidae,Loxodonta,africana,Loxodonta africana,Loxodonta_africana,0,0,1,1,3940034.3,Nonfibrous/Fibrous,3940.0343,Herbivore
Rodentia,Anomaluridae,Anomalurus,beecrofti,Anomalurus beecrofti,Anomalurus_beecrofti,0,0,1,0,389,Fibrous,0.389,Herbivore
Rodentia,Anomaluridae,Anomalurus,pelii,Anomalurus pelii,Anomalurus_pelii,0,0,1,1,1770,Nonfibrous/Fibrous,1.77,Herbivore
Rodentia,Anomaluridae,Anomalurus,pusillus,Anomalurus pusillus,Anomalurus_pusillus,0,0,1,0,250,Fibrous,0.25,Herbivore
Rodentia,Anomaluridae,Idiurus,zenkeri,Idiurus zenkeri,Idiurus_zenkeri,0,0,1,0,100,Fibrous,0.1,Herbivore
Rodentia,Aplodontiidae,Aplodontia,rufa,Aplodontia rufa,Aplodontia_rufa,0,0,1,1,1004,Nonfibrous/Fibrous,1.004,Herbivore
Rodentia,Bathyergidae,Bathyergus,janetta,Bathyergus janetta,Bathyergus_janetta,0,0,0,1,332,Nonfibrous,0.332,Herbivore
Rodentia,Bathyergidae,Bathyergus,suillus,Bathyergus suillus,Bathyergus_suillus,0,0,1,1,625,Nonfibrous/Fibrous,0.625,Herbivore
Rodentia,Bathyergidae,Cryptomys,damarensis,Cryptomys damarensis,Cryptomys_damarensis,0,0,0,1,76,Nonfibrous,0.076,Herbivore
Rodentia,Bathyergidae,Cryptomys,hottentotus,Cryptomys hottentotus,Cryptomys_hottentotus,0,0,0,1,126.5,Nonfibrous,0.1265,Herbivore
Rodentia,Bathyergidae,Georychus,capensis,Georychus capensis,Georychus_capensis,0,0,1,1,239.3,Nonfibrous/Fibrous,0.2393,Herbivore
Rodentia,Bathyergidae,Heliophobius,argenteocinereus,Heliophobius argenteocinereus,Heliophobius_argenteocinereus,0,0,0,1,181,Nonfibrous,0.181,Herbivore
Rodentia,Bathyergidae,Heterocephalus,glaber,Heterocephalus glaber,Heterocephalus_glaber,0,0,0,1,55,Nonfibrous,0.055,Herbivore
Rodentia,Capromyidae,Geocapromys,brownii,Geocapromys brownii,Geocapromys_brownii,0,0,1,1,1500,Nonfibrous/Fibrous,1.5,Herbivore
Rodentia,Castoridae,Castor,canadensis,Castor canadensis,Castor_canadensis,0,0,1,1,21820,Nonfibrous/Fibrous,21.82,Herbivore
Rodentia,Caviidae,Cavia,aperea,Cavia aperea,Cavia_aperea,0,0,1,0,549,Fibrous,0.549,Herbivore
Rodentia,Caviidae,Dolichotis,patagonum,Dolichotis patagonum,Dolichotis_patagonum,0,0,1,1,8000,Nonfibrous/Fibrous,8,Herbivore
Rodentia,Caviidae,Hydrochoerus,hydrochaeris,Hydrochoerus hydrochaeris,Hydrochoerus_hydrochaeris,0,0,1,0,62449.6,Fibrous,62.4496,Herbivore
Rodentia,Caviidae,Microcavia,australis,Microcavia australis,Microcavia_australis,0,0,1,1,286.1,Nonfibrous/Fibrous,0.2861,Herbivore
Rodentia,Chinchillidae,Chinchilla,lanigera,Chinchilla lanigera,Chinchilla_lanigera,0,0,1,1,485,Nonfibrous/Fibrous,0.485,Herbivore
Rodentia,Chinchillidae,Lagostomus,maximus,Lagostomus maximus,Lagostomus_maximus,0,0,1,0,4647.5,Fibrous,4.6475,Herbivore
Rodentia,Cricetidae,Alticola,argentatus,Alticola argentatus,Alticola_argentatus,0,0,1,1,37.7,Nonfibrous/Fibrous,0.0377,Herbivore
Rodentia,Cricetidae,Alticola,strelzowi,Alticola strelzowi,Alticola_strelzowi,0,0,1,1,50,Nonfibrous/Fibrous,0.05,Herbivore
Rodentia,Cricetidae,Arborimus,albipes,Arborimus albipes,Arborimus_albipes,0,0,1,0,23,Fibrous,0.023,Herbivore
Rodentia,Cricetidae,Arborimus,longicaudus,Arborimus longicaudus,Arborimus_longicaudus,0,0,1,0,21.8,Fibrous,0.0218,Herbivore
Rodentia,Cricetidae,Arborimus,pomo,Arborimus pomo,Arborimus_pomo,0,0,1,0,32.5,Fibrous,0.0325,Herbivore
Rodentia,Cricetidae,Arvicola,amphibius,Arvicola amphibius,Arvicola_amphibius,0,0,1,1,120,Nonfibrous/Fibrous,0.12,Herbivore
Rodentia,Cricetidae,Arvicola,sapidus,Arvicola sapidus,Arvicola_sapidus,0,0,1,1,220,Nonfibrous/Fibrous,0.22,Herbivore
Rodentia,Cricetidae,Baiomys,musculus,Baiomys musculus,Baiomys_musculus,0,0,1,1,9,Nonfibrous/Fibrous,0.009,Herbivore
Rodentia,Cricetidae,Dicrostonyx,torquatus,Dicrostonyx torquatus,Dicrostonyx_torquatus,0,0,1,1,85,Nonfibrous/Fibrous,0.085,Herbivore
Rodentia,Cricetidae,Dinaromys,bogdanovi,Dinaromys bogdanovi,Dinaromys_bogdanovi,0,0,1,0,56,Fibrous,0.056,Herbivore
Rodentia,Cricetidae,Ellobius,talpinus,Ellobius talpinus,Ellobius_talpinus,0,0,0,1,40,Nonfibrous,0.04,Herbivore
Rodentia,Cricetidae,Holochilus,sciureus,Holochilus sciureus,Holochilus_sciureus,0,0,1,1,163.5,Nonfibrous/Fibrous,0.1635,Herbivore
Rodentia,Cricetidae,Irenomys,tarsalis,Irenomys tarsalis,Irenomys_tarsalis,0,0,1,1,43.1,Nonfibrous/Fibrous,0.0431,Herbivore
Rodentia,Cricetidae,Lasiopodomys,brandtii,Lasiopodomys brandtii,Lasiopodomys_brandtii,0,0,1,1,40.2,Nonfibrous/Fibrous,0.0402,Herbivore
Rodentia,Cricetidae,Lemmiscus,curtatus,Lemmiscus curtatus,Lemmiscus_curtatus,0,0,1,1,28.3,Nonfibrous/Fibrous,0.0283,Herbivore
Rodentia,Cricetidae,Lemmus,sibiricus,Lemmus sibiricus,Lemmus_sibiricus,0,0,1,1,52.3,Nonfibrous/Fibrous,0.0523,Herbivore
Rodentia,Cricetidae,Microtus,agrestis,Microtus agrestis,Microtus_agrestis,0,0,1,1,42.5,Nonfibrous/Fibrous,0.0425,Herbivore
Rodentia,Cricetidae,Microtus,arvalis,Microtus arvalis,Microtus_arvalis,0,0,1,0,28,Fibrous,0.028,Herbivore
Rodentia,Cricetidae,Microtus,breweri,Microtus breweri,Microtus_breweri,0,0,1,0,54,Fibrous,0.054,Herbivore
Rodentia,Cricetidae,Microtus,chrotorrhinus,Microtus chrotorrhinus,Microtus_chrotorrhinus,0,0,1,1,39,Nonfibrous/Fibrous,0.039,Herbivore
Rodentia,Cricetidae,Microtus,longicaudus,Microtus longicaudus,Microtus_longicaudus,0,0,1,1,46.7,Nonfibrous/Fibrous,0.0467,Herbivore
Rodentia,Cricetidae,Microtus,montanus,Microtus montanus,Microtus_montanus,0,0,1,1,36.3,Nonfibrous/Fibrous,0.0363,Herbivore
Rodentia,Cricetidae,Microtus,multiplex,Microtus multiplex,Microtus_multiplex,0,0,1,1,23.2,Nonfibrous/Fibrous,0.0232,Herbivore
Rodentia,Cricetidae,Microtus,oaxacensis,Microtus oaxacensis,Microtus_oaxacensis,0,0,1,1,39.2,Nonfibrous/Fibrous,0.0392,Herbivore
Rodentia,Cricetidae,Microtus,oregoni,Microtus oregoni,Microtus_oregoni,0,0,1,1,20.3,Nonfibrous/Fibrous,0.0203,Herbivore
Rodentia,Cricetidae,Microtus,pinetorum,Microtus pinetorum,Microtus_pinetorum,0,0,1,1,26.3,Nonfibrous/Fibrous,0.0263,Herbivore
Rodentia,Cricetidae,Microtus,socialis,Microtus socialis,Microtus_socialis,0,0,1,1,48,Nonfibrous/Fibrous,0.048,Herbivore
Rodentia,Cricetidae,Microtus,townsendii,Microtus townsendii,Microtus_townsendii,0,0,1,1,64.8,Nonfibrous/Fibrous,0.0648,Herbivore
Rodentia,Cricetidae,Microtus,xanthognathus,Microtus xanthognathus,Microtus_xanthognathus,0,0,1,1,125.8,Nonfibrous/Fibrous,0.1258,Herbivore
Rodentia,Cricetidae,Myodes,californicus,Myodes californicus,Myodes_californicus,0,0,0,1,18.3,Nonfibrous,0.0183,Herbivore
Rodentia,Cricetidae,Myodes,rufocanus,Myodes rufocanus,Myodes_rufocanus,0,0,1,1,37,Nonfibrous/Fibrous,0.037,Herbivore
Rodentia,Cricetidae,Myodes,rutilus,Myodes rutilus,Myodes_rutilus,0,0,1,1,28.25,Nonfibrous/Fibrous,0.02825,Herbivore
Rodentia,Cricetidae,Neofiber,alleni,Neofiber alleni,Neofiber_alleni,0,0,1,1,266,Nonfibrous/Fibrous,0.266,Herbivore
Rodentia,Cricetidae,Neotoma,albigula,Neotoma albigula,Neotoma_albigula,0,0,1,1,206,Nonfibrous/Fibrous,0.206,Herbivore
Rodentia,Cricetidae,Neotoma,cinerea,Neotoma cinerea,Neotoma_cinerea,0,0,1,1,299.2,Nonfibrous/Fibrous,0.2992,Herbivore
Rodentia,Cricetidae,Neotoma,floridana,Neotoma floridana,Neotoma_floridana,0,0,1,1,244.7,Nonfibrous/Fibrous,0.2447,Herbivore
Rodentia,Cricetidae,Neotoma,fuscipes,Neotoma fuscipes,Neotoma_fuscipes,0,0,1,1,229.8,Nonfibrous/Fibrous,0.2298,Herbivore
Rodentia,Cricetidae,Neotoma,lepida,Neotoma lepida,Neotoma_lepida,0,0,1,1,163.7,Nonfibrous/Fibrous,0.1637,Herbivore
Rodentia,Cricetidae,Neotoma,mexicana,Neotoma mexicana,Neotoma_mexicana,0,0,1,1,203,Nonfibrous/Fibrous,0.203,Herbivore
Rodentia,Cricetidae,Neotoma,micropus,Neotoma micropus,Neotoma_micropus,0,0,1,1,237.5,Nonfibrous/Fibrous,0.2375,Herbivore
Rodentia,Cricetidae,Neotoma,phenax,Neotoma phenax,Neotoma_phenax,0,0,1,1,227.5,Nonfibrous/Fibrous,0.2275,Herbivore
Rodentia,Cricetidae,Neotoma,stephensi,Neotoma stephensi,Neotoma_stephensi,0,0,1,1,152.5,Nonfibrous/Fibrous,0.1525,Herbivore
Rodentia,Cricetidae,Ondatra,zibethicus,Ondatra zibethicus,Ondatra_zibethicus,0,0,1,1,1065.75,Nonfibrous/Fibrous,1.06575,Herbivore
Rodentia,Cricetidae,Ototylomys,phyllotis,Ototylomys phyllotis,Ototylomys_phyllotis,0,0,1,1,120,Nonfibrous/Fibrous,0.12,Herbivore
Rodentia,Cricetidae,Peromyscus,melanophrys,Peromyscus melanophrys,Peromyscus_melanophrys,0,0,0,1,40,Nonfibrous,0.04,Herbivore
Rodentia,Cricetidae,Peromyscus,pectoralis,Peromyscus pectoralis,Peromyscus_pectoralis,0,0,0,1,39,Nonfibrous,0.039,Herbivore
Rodentia,Cricetidae,Phenacomys,intermedius,Phenacomys intermedius,Phenacomys_intermedius,0,0,1,1,25.2,Nonfibrous/Fibrous,0.0252,Herbivore
Rodentia,Cricetidae,Phodopus,campbelli,Phodopus campbelli,Phodopus_campbelli,0,0,0,1,23.4,Nonfibrous,0.0234,Herbivore
Rodentia,Cricetidae,Reithrodon,auritus,Reithrodon auritus,Reithrodon_auritus,0,0,1,0,70.9,Fibrous,0.0709,Herbivore
Rodentia,Cricetidae,Reithrodontomys,mexicanus,Reithrodontomys mexicanus,Reithrodontomys_mexicanus,0,0,1,0,16,Fibrous,0.016,Herbivore
Rodentia,Cricetidae,Sigmodon,leucotis,Sigmodon leucotis,Sigmodon_leucotis,0,0,1,0,135.5,Fibrous,0.1355,Herbivore
Rodentia,Cricetidae,Sigmodon,ochrognathus,Sigmodon ochrognathus,Sigmodon_ochrognathus,0,0,1,0,122,Fibrous,0.122,Herbivore
Rodentia,Cricetidae,Synaptomys,cooperi,Synaptomys cooperi,Synaptomys_cooperi,0,0,1,1,31.9,Nonfibrous/Fibrous,0.0319,Herbivore
Rodentia,Cricetidae,Wilfredomys,oenax,Wilfredomys oenax,Wilfredomys_oenax,0,0,1,1,46.8,Nonfibrous/Fibrous,0.0468,Herbivore
Rodentia,Cricetidae,Xenomys,nelsoni,Xenomys nelsoni,Xenomys_nelsoni,0,0,1,0,130,Fibrous,0.13,Herbivore
Rodentia,Cricetidae,Zygodontomys,brevicauda,Zygodontomys brevicauda,Zygodontomys_brevicauda,0,0,1,1,52.2,Nonfibrous/Fibrous,0.0522,Herbivore
Rodentia,Ctenodactylidae,Ctenodactylus,vali,Ctenodactylus vali,Ctenodactylus_vali,0,0,1,1,175,Nonfibrous/Fibrous,0.175,Herbivore
Rodentia,Ctenodactylidae,Felovia,vae,Felovia vae,Felovia_vae,0,0,1,1,205,Nonfibrous/Fibrous,0.205,Herbivore
Rodentia,Ctenodactylidae,Massoutiera,mzabi,Massoutiera mzabi,Massoutiera_mzabi,0,0,1,1,194,Nonfibrous/Fibrous,0.194,Herbivore
Rodentia,Ctenodactylidae,Pectinator,spekei,Pectinator spekei,Pectinator_spekei,0,0,1,1,160,Nonfibrous/Fibrous,0.16,Herbivore
Rodentia,Ctenomyidae,Ctenomys,mendocinus,Ctenomys mendocinus,Ctenomys_mendocinus,0,0,1,1,177.5,Nonfibrous/Fibrous,0.1775,Herbivore
Rodentia,Ctenomyidae,Ctenomys,talarum,Ctenomys talarum,Ctenomys_talarum,0,0,1,0,132.3,Fibrous,0.1323,Herbivore
Rodentia,Ctenomyidae,Ctenomys,torquatus,Ctenomys torquatus,Ctenomys_torquatus,0,0,1,1,209.5,Nonfibrous/Fibrous,0.2095,Herbivore
Rodentia,Cuniculidae,Cuniculus,paca,Cuniculus paca,Cuniculus_paca,0,0,0,1,8000,Nonfibrous,8,Herbivore
Rodentia,Dasyproctidae,Dasyprocta,fuliginosa,Dasyprocta fuliginosa,Dasyprocta_fuliginosa,0,0,0,1,3500,Nonfibrous,3.5,Herbivore
Rodentia,Dasyproctidae,Dasyprocta,leporina,Dasyprocta leporina,Dasyprocta_leporina,0,0,0,1,3020,Nonfibrous,3.02,Herbivore
Rodentia,Dasyproctidae,Dasyprocta,punctata,Dasyprocta punctata,Dasyprocta_punctata,0,0,0,1,2675,Nonfibrous,2.675,Herbivore
Rodentia,Dasyproctidae,Myoprocta,acouchy,Myoprocta acouchy,Myoprocta_acouchy,0,0,0,1,600,Nonfibrous,0.6,Herbivore
Rodentia,Dinomyidae,Dinomys,branickii,Dinomys branickii,Dinomys_branickii,0,0,1,1,12500,Nonfibrous/Fibrous,12.5,Herbivore
Rodentia,Dipodidae,Allactaga,tetradactyla,Allactaga tetradactyla,Allactaga_tetradactyla,0,0,0,1,52,Nonfibrous,0.052,Herbivore
Rodentia,Dipodidae,Dipus,sagitta,Dipus sagitta,Dipus_sagitta,0,0,1,1,89,Nonfibrous/Fibrous,0.089,Herbivore
Rodentia,Dipodidae,Paradipus,ctenodactylus,Paradipus ctenodactylus,Paradipus_ctenodactylus,0,0,1,1,140,Nonfibrous/Fibrous,0.14,Herbivore
Rodentia,Dipodidae,Pygeretmus,pumilio,Pygeretmus pumilio,Pygeretmus_pumilio,0,0,1,1,52,Nonfibrous/Fibrous,0.052,Herbivore
Rodentia,Dipodidae,Stylodipus,telum,Stylodipus telum,Stylodipus_telum,0,0,1,1,65,Nonfibrous/Fibrous,0.065,Herbivore
Rodentia,Echimyidae,Dactylomys,boliviensis,Dactylomys boliviensis,Dactylomys_boliviensis,0,0,1,1,728.8,Nonfibrous/Fibrous,0.7288,Herbivore
Rodentia,Echimyidae,Dactylomys,dactylinus,Dactylomys dactylinus,Dactylomys_dactylinus,0,0,1,0,650,Fibrous,0.65,Herbivore
Rodentia,Echimyidae,Echimys,chrysurus,Echimys chrysurus,Echimys_chrysurus,0,0,1,1,652.5,Nonfibrous/Fibrous,0.6525,Herbivore
Rodentia,Echimyidae,Kannabateomys,amblyonyx,Kannabateomys amblyonyx,Kannabateomys_amblyonyx,0,0,1,1,600,Nonfibrous/Fibrous,0.6,Herbivore
Rodentia,Echimyidae,Makalata,didelphoides,Makalata didelphoides,Makalata_didelphoides,0,0,0,1,108,Nonfibrous,0.108,Herbivore
Rodentia,Echimyidae,Phyllomys,blainvillii,Phyllomys blainvillii,Phyllomys_blainvillii,0,0,0,1,243.3,Nonfibrous,0.2433,Herbivore
Rodentia,Erethizontidae,Coendou,prehensilis,Coendou prehensilis,Coendou_prehensilis,0,0,0,1,4400,Nonfibrous,4.4,Herbivore
Rodentia,Erethizontidae,Coendou,rothschildi,Coendou rothschildi,Coendou_rothschildi,0,0,1,1,2000,Nonfibrous/Fibrous,2,Herbivore
Rodentia,Erethizontidae,Erethizon,dorsatum,Erethizon dorsatum,Erethizon_dorsatum,0,0,1,1,7085.3,Nonfibrous/Fibrous,7.0853,Herbivore
Rodentia,Erethizontidae,Sphiggurus,mexicanus,Sphiggurus mexicanus,Sphiggurus_mexicanus,0,0,0,1,2000,Nonfibrous,2,Herbivore
Rodentia,Geomyidae,Cratogeomys,castanops,Cratogeomys castanops,Cratogeomys_castanops,0,0,1,1,251.8,Nonfibrous/Fibrous,0.2518,Herbivore
Rodentia,Geomyidae,Geomys,bursarius,Geomys bursarius,Geomys_bursarius,0,0,1,1,203.8,Nonfibrous/Fibrous,0.2038,Herbivore
Rodentia,Geomyidae,Geomys,personatus,Geomys personatus,Geomys_personatus,0,0,1,1,397,Nonfibrous/Fibrous,0.397,Herbivore
Rodentia,Geomyidae,Thomomys,bottae,Thomomys bottae,Thomomys_bottae,0,0,1,1,114.7,Nonfibrous/Fibrous,0.1147,Herbivore
Rodentia,Geomyidae,Thomomys,bulbivorus,Thomomys bulbivorus,Thomomys_bulbivorus,0,0,1,1,359.9,Nonfibrous/Fibrous,0.3599,Herbivore
Rodentia,Geomyidae,Thomomys,mazama,Thomomys mazama,Thomomys_mazama,0,0,1,1,75,Nonfibrous/Fibrous,0.075,Herbivore
Rodentia,Geomyidae,Thomomys,talpoides,Thomomys talpoides,Thomomys_talpoides,0,0,1,1,130.1,Nonfibrous/Fibrous,0.1301,Herbivore
Rodentia,Geomyidae,Thomomys,townsendii,Thomomys townsendii,Thomomys_townsendii,0,0,1,1,263.4,Nonfibrous/Fibrous,0.2634,Herbivore
Rodentia,Gliridae,Glis,glis,Glis glis,Glis_glis,0,0,0,1,125,Nonfibrous,0.125,Herbivore
Rodentia,Gliridae,Graphiurus,murinus,Graphiurus murinus,Graphiurus_murinus,0,0,1,0,20.2,Fibrous,0.0202,Herbivore
Rodentia,Heteromyidae,Chaetodipus,californicus,Chaetodipus californicus,Chaetodipus_californicus,0,0,1,1,22,Nonfibrous/Fibrous,0.022,Herbivore
Rodentia,Heteromyidae,Chaetodipus,fallax,Chaetodipus fallax,Chaetodipus_fallax,0,0,1,1,18.7,Nonfibrous/Fibrous,0.0187,Herbivore
Rodentia,Heteromyidae,Chaetodipus,pernix,Chaetodipus pernix,Chaetodipus_pernix,0,0,0,1,17,Nonfibrous,0.017,Herbivore
Rodentia,Heteromyidae,Dipodomys,californicus,Dipodomys californicus,Dipodomys_californicus,0,0,1,1,85,Nonfibrous/Fibrous,0.085,Herbivore
Rodentia,Heteromyidae,Dipodomys,deserti,Dipodomys deserti,Dipodomys_deserti,0,0,1,1,104.5,Nonfibrous/Fibrous,0.1045,Herbivore
Rodentia,Heteromyidae,Dipodomys,elator,Dipodomys elator,Dipodomys_elator,0,0,1,1,77.5,Nonfibrous/Fibrous,0.0775,Herbivore
Rodentia,Heteromyidae,Dipodomys,heermanni,Dipodomys heermanni,Dipodomys_heermanni,0,0,1,1,72,Nonfibrous/Fibrous,0.072,Herbivore
Rodentia,Heteromyidae,Dipodomys,microps,Dipodomys microps,Dipodomys_microps,0,0,1,1,54.6,Nonfibrous/Fibrous,0.0546,Herbivore
Rodentia,Heteromyidae,Dipodomys,nelsoni,Dipodomys nelsoni,Dipodomys_nelsoni,0,0,1,1,88.6,Nonfibrous/Fibrous,0.0886,Herbivore
Rodentia,Heteromyidae,Dipodomys,nitratoides,Dipodomys nitratoides,Dipodomys_nitratoides,0,0,0,1,43.9,Nonfibrous,0.0439,Herbivore
Rodentia,Heteromyidae,Dipodomys,ordii,Dipodomys ordii,Dipodomys_ordii,0,0,1,1,60.4,Nonfibrous/Fibrous,0.0604,Herbivore
Rodentia,Heteromyidae,Dipodomys,panamintinus,Dipodomys panamintinus,Dipodomys_panamintinus,0,0,1,1,74.7,Nonfibrous/Fibrous,0.0747,Herbivore
Rodentia,Heteromyidae,Dipodomys,phillipsii,Dipodomys phillipsii,Dipodomys_phillipsii,0,0,1,1,41,Nonfibrous/Fibrous,0.041,Herbivore
Rodentia,Heteromyidae,Dipodomys,venustus,Dipodomys venustus,Dipodomys_venustus,0,0,0,1,72,Nonfibrous,0.072,Herbivore
Rodentia,Heteromyidae,Heteromys,anomalus,Heteromys anomalus,Heteromys_anomalus,0,0,0,1,70,Nonfibrous,0.07,Herbivore
Rodentia,Heteromyidae,Heteromys,oresterus,Heteromys oresterus,Heteromys_oresterus,0,0,0,1,74.8,Nonfibrous,0.0748,Herbivore
Rodentia,Heteromyidae,Perognathus,alticolus,Perognathus alticolus,Perognathus_alticolus,0,0,1,1,24,Nonfibrous/Fibrous,0.024,Herbivore
Rodentia,Heteromyidae,Perognathus,flavescens,Perognathus flavescens,Perognathus_flavescens,0,0,0,1,8.8,Nonfibrous,0.0088,Herbivore
Rodentia,Heteromyidae,Perognathus,flavus,Perognathus flavus,Perognathus_flavus,0,0,1,1,7.7,Nonfibrous/Fibrous,0.0077,Herbivore
Rodentia,Heteromyidae,Perognathus,inornatus,Perognathus inornatus,Perognathus_inornatus,0,0,0,1,10.9,Nonfibrous,0.0109,Herbivore
Rodentia,Hystricidae,Atherurus,africanus,Atherurus africanus,Atherurus_africanus,0,0,1,1,1934,Nonfibrous/Fibrous,1.934,Herbivore
Rodentia,Hystricidae,Hystrix,africaeaustralis,Hystrix africaeaustralis,Hystrix_africaeaustralis,0,0,1,1,14936,Nonfibrous/Fibrous,14.936,Herbivore
Rodentia,Hystricidae,Hystrix,brachyura,Hystrix brachyura,Hystrix_brachyura,0,0,1,1,8000,Nonfibrous/Fibrous,8,Herbivore
Rodentia,Hystricidae,Trichys,fasciculata,Trichys fasciculata,Trichys_fasciculata,0,0,1,1,1655,Nonfibrous/Fibrous,1.655,Herbivore
Rodentia,Muridae,Bandicota,bengalensis,Bandicota bengalensis,Bandicota_bengalensis,0,0,1,1,188.5,Nonfibrous/Fibrous,0.1885,Herbivore
Rodentia,Muridae,Desmodillus,auricularis,Desmodillus auricularis,Desmodillus_auricularis,0,0,0,1,53.3,Nonfibrous,0.0533,Herbivore
Rodentia,Muridae,Desmomys,harringtoni,Desmomys harringtoni,Desmomys_harringtoni,0,0,1,0,90,Fibrous,0.09,Herbivore
Rodentia,Muridae,Gerbillus,andersoni,Gerbillus andersoni,Gerbillus_andersoni,0,0,0,1,35.3,Nonfibrous,0.0353,Herbivore
Rodentia,Muridae,Gerbillus,cheesmani,Gerbillus cheesmani,Gerbillus_cheesmani,0,0,0,1,28,Nonfibrous,0.028,Herbivore
Rodentia,Muridae,Gerbillus,henleyi,Gerbillus henleyi,Gerbillus_henleyi,0,0,0,1,8,Nonfibrous,0.008,Herbivore
Rodentia,Muridae,Gerbillus,pyramidum,Gerbillus pyramidum,Gerbillus_pyramidum,0,0,0,1,49.4,Nonfibrous,0.0494,Herbivore
Rodentia,Muridae,Heimyscus,fumosus,Heimyscus fumosus,Heimyscus_fumosus,0,0,0,1,14.2,Nonfibrous,0.0142,Herbivore
Rodentia,Muridae,Hybomys,univittatus,Hybomys univittatus,Hybomys_univittatus,0,0,0,1,47.6,Nonfibrous,0.0476,Herbivore
