Appendix S1. MammalDIET 2 dataset: dietary information for additional 1261 species not covered by Kissling et al. (2014).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binomial,Order,Family,Genus,Species,Animal,Vertebrate,Mammal,Bird,Herptile,Fish,Invertebrate,Plant,Seed,Fruit,Nectar,Root,Leaf,Woody,Herbaceous,Other,TrophicLevel,MammalEater,Insectivore,Frugivore,Granivore,Folivore,Bibliography,,,,,,,,,,,,,,,,,,,,,,,,,
Funisciurus anerythrus,RODENTIA,SCIURIDAE,Funisciurus,anerythrus,2,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,Omnivore,0,1,1,1,0,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Funisciurus carruthersi,RODENTIA,SCIURIDAE,Funisciurus,carruthersi,2,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,Omnivore,0,1,1,0,0,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Funisciurus congicus,RODENTIA,SCIURIDAE,Funisciurus,congicus,2,0,0,0,0,0,2,1,1,1,0,0,0,1,0,0,Omnivore,0,1,1,1,0,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Funisciurus isabella,RODENTIA,SCIURIDAE,Funisciurus,isabella,3,0,0,0,0,0,3,1,1,1,0,0,3,0,0,3,Herbivore,0,1,1,1,1,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Funisciurus lemniscatus,RODENTIA,SCIURIDAE,Funisciurus,lemniscatus,1,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,Omnivore,0,1,1,1,0,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Funisciurus leucogenys,RODENTIA,SCIURIDAE,Funisciurus,leucogenys,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Herbivore,0,0,1,1,0,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Funisciurus pyrropus,RODENTIA,SCIURIDAE,Funisciurus,pyrropus,2,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,Omnivore,0,1,1,1,0,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Heliosciurus gambianus,RODENTIA,SCIURIDAE,Heliosciurus,gambianus,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,Omnivore,0,1,1,1,0,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Heliosciurus mutabilis,RODENTIA,SCIURIDAE,Heliosciurus,mutabilis,2,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,Omnivore,0,1,1,0,1,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Heliosciurus rufobrachium,RODENTIA,SCIURIDAE,Heliosciurus,rufobrachium,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,Omnivore,0,1,1,1,1,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Heliosciurus ruwenzorii,RODENTIA,SCIURIDAE,Heliosciurus,ruwenzorii,3,0,0,0,0,0,3,1,1,1,0,0,1,1,0,0,Omnivore,0,1,1,1,1,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Heliosciurus undulatus,RODENTIA,SCIURIDAE,Heliosciurus,undulatus,3,0,0,0,0,0,3,1,1,1,0,0,1,0,0,0,Omnivore,0,1,1,1,1,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Hylopetes alboniger,RODENTIA,SCIURIDAE,Hylopetes,alboniger,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,Herbivore,0,0,1,1,1,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Hyosciurus ileile,RODENTIA,SCIURIDAE,Hyosciurus,ileile,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,Omnivore,0,1,1,1,0,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Spermophilus mexicanus,RODENTIA,SCIURIDAE,Ictidomys,mexicanus,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,Omnivore,0,1,1,1,1,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Iomys horsfieldii,RODENTIA,SCIURIDAE,Iomys,horsfieldii,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Herbivore,0,0,1,0,0,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Lariscus obscurus,RODENTIA,SCIURIDAE,Lariscus,obscurus,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,Omnivore,0,1,1,1,0,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Marmota broweri,RODENTIA,SCIURIDAE,Marmota,broweri,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,Herbivore,0,0,0,0,1,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Marmota caudata,RODENTIA,SCIURIDAE,Marmota,caudata,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,Herbivore,0,0,0,0,1,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Marmota himalayana,RODENTIA,SCIURIDAE,Marmota,himalayana,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,Herbivore,0,0,0,0,1,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Microsciurus alfari,RODENTIA,SCIURIDAE,Microsciurus,alfari,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,Omnivore,0,1,1,0,0,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Microsciurus flaviventer,RODENTIA,SCIURIDAE,Microsciurus,flaviventer,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,Omnivore,0,1,1,0,0,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Microsciurus mimulus,RODENTIA,SCIURIDAE,Microsciurus,mimulus,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Omnivore,0,1,0,0,0,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Paraxerus alexandri,RODENTIA,SCIURIDAE,Paraxerus,alexandri,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Omnivore,0,1,0,0,0,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Paraxerus boehmi,RODENTIA,SCIURIDAE,Paraxerus,boehmi,1,0,0,0,0,0,1,2,0,2,0,0,0,0,0,2,Omnivore,0,1,1,0,0,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Paraxerus cepapi,RODENTIA,SCIURIDAE,Paraxerus,cepapi,2,0,0,0,0,0,2,1,1,1,0,0,2,2,0,2,Omnivore,0,1,1,1,1,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Paraxerus cooperi,RODENTIA,SCIURIDAE,Paraxerus,cooperi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Herbivore,0,0,0,0,0,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Paraxerus flavovittis,RODENTIA,SCIURIDAE,Paraxerus,flavovittis,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,Omnivore,0,1,1,1,1,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Paraxerus lucifer,RODENTIA,SCIURIDAE,Paraxerus,lucifer,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,Omnivore,0,1,1,1,0,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Paraxerus ochraceus,RODENTIA,SCIURIDAE,Paraxerus,ochraceus,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,Omnivore,0,0,1,1,1,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Paraxerus palliatus,RODENTIA,SCIURIDAE,Paraxerus,palliatus,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,Omnivore,0,1,1,1,0,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Paraxerus poensis,RODENTIA,SCIURIDAE,Paraxerus,poensis,1,3,0,3,0,0,1,1,1,1,0,0,0,0,0,0,Omnivore,0,1,1,1,0,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Paraxerus vexillarius,RODENTIA,SCIURIDAE,Paraxerus,vexillarius,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Herbivore,0,0,1,1,0,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Petaurista leucogenys,RODENTIA,SCIURIDAE,Petaurista,leucogenys,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,Herbivore,0,0,0,1,1,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Petaurista magnificus,RODENTIA,SCIURIDAE,Petaurista,magnificus,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,Herbivore,0,0,0,0,1,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Petaurista petaurista,RODENTIA,SCIURIDAE,Petaurista,petaurista,0,0,0,0,0,0,0,1,3,3,0,0,1,3,0,3,Herbivore,0,0,1,1,1,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Petaurista philippensis,RODENTIA,SCIURIDAE,Petaurista,philippensis,0,0,0,0,0,0,0,1,0,1,0,0,1,3,0,3,Herbivore,0,0,1,0,1,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Prosciurillus leucomus,RODENTIA,SCIURIDAE,Prosciurillus,leucomus,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,Omnivore,0,1,1,0,0,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Prosciurillus murinus,RODENTIA,SCIURIDAE,Prosciurillus,murinus,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,Omnivore,0,1,1,1,0,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Prosciurillus weberi,RODENTIA,SCIURIDAE,Prosciurillus,weberi,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,Omnivore,0,1,1,1,0,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Protoxerus stangeri,RODENTIA,SCIURIDAE,Protoxerus,stangeri,3,3,0,3,0,0,3,1,1,1,0,0,0,0,0,0,Herbivore,0,1,1,1,0,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Pteromys momonga,RODENTIA,SCIURIDAE,Pteromys,momonga,0,0,0,0,0,0,0,1,1,1,0,0,2,2,0,2,Herbivore,0,0,1,1,1,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Ratufa indica,RODENTIA,SCIURIDAE,Ratufa,indica,0,0,0,0,0,0,0,1,2,1,0,0,1,1,0,1,Herbivore,0,0,1,1,1,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Ratufa macroura,RODENTIA,SCIURIDAE,Ratufa,macroura,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,Herbivore,0,0,0,0,1,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Rubrisciurus rubriventer,RODENTIA,SCIURIDAE,Rubrisciurus,rubriventer,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,Omnivore,0,1,1,1,0,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Sciurus aberti,RODENTIA,SCIURIDAE,Sciurus,aberti,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Herbivore,0,0,0,1,0,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Sciurus aestuans,RODENTIA,SCIURIDAE,Sciurus,aestuans,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Herbivore,0,0,1,1,0,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Sciurus flammifer,RODENTIA,SCIURIDAE,Sciurus,flammifer,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Herbivore,0,0,1,1,0,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Sciurus gilvigularis,RODENTIA,SCIURIDAE,Sciurus,gilvigularis,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Herbivore,0,0,1,1,0,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Sciurus granatensis,RODENTIA,SCIURIDAE,Sciurus,granatensis,2,3,0,3,0,0,2,1,1,2,0,0,2,0,0,2,Omnivore,0,1,1,1,1,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Sciurus griseus,RODENTIA,SCIURIDAE,Sciurus,griseus,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,Herbivore,0,0,0,1,0,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Sciurus ignitus,RODENTIA,SCIURIDAE,Sciurus,ignitus,2,0,0,0,0,0,2,1,1,1,0,0,0,0,0,1,Omnivore,0,1,1,1,0,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Sciurus lis,RODENTIA,SCIURIDAE,Sciurus,lis,3,0,0,0,0,0,3,1,1,1,0,0,0,0,0,3,Herbivore,0,1,1,1,0,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Sciurus nayaritensis,RODENTIA,SCIURIDAE,Sciurus,nayaritensis,3,0,0,0,0,0,3,1,1,0,0,0,0,0,0,1,Herbivore,0,1,0,1,0,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Sciurus niger,RODENTIA,SCIURIDAE,Sciurus,niger,3,3,3,3,0,3,3,1,1,2,0,0,3,0,2,2,Herbivore,1,1,1,1,1,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Sciurus stramineus,RODENTIA,SCIURIDAE,Sciurus,stramineus,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Herbivore,0,0,1,1,0,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Spermophilus beecheyi,RODENTIA,SCIURIDAE,Spermophilus,beecheyi,3,0,0,0,0,0,3,1,1,0,0,0,1,0,1,1,Omnivore,0,1,0,1,1,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Spermophilus canus,RODENTIA,SCIURIDAE,Spermophilus,canus,3,0,0,0,0,0,3,1,1,1,0,1,0,0,0,0,Omnivore,0,1,1,1,0,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Spermophilus elegans,RODENTIA,SCIURIDAE,Spermophilus,elegans,3,3,3,0,0,0,3,1,0,0,0,0,1,0,1,0,Omnivore,1,1,0,0,1,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Spermophilus franklinii,RODENTIA,SCIURIDAE,Spermophilus,franklinii,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,Omnivore,1,1,1,1,1,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Spermophilus musicus,RODENTIA,SCIURIDAE,Spermophilus,musicus,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,Omnivore,0,0,0,0,1,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Spermophilus pygmaeus,RODENTIA,SCIURIDAE,Spermophilus,pygmaeus,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,Herbivore,0,0,0,1,1,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Spermophilus spilosoma,RODENTIA,SCIURIDAE,Spermophilus,spilosoma,3,3,0,0,0,0,3,1,1,0,0,0,1,0,1,1,Omnivore,0,1,0,1,1,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Spermophilus tereticaudus,RODENTIA,SCIURIDAE,Spermophilus,tereticaudus,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,Herbivore,0,0,1,1,1,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Spermophilus undulatus,RODENTIA,SCIURIDAE,Spermophilus,undulatus,3,3,0,0,0,0,3,1,1,0,0,0,1,0,1,1,Omnivore,0,1,0,1,1,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Spermophilus xanthoprymnus,RODENTIA,SCIURIDAE,Spermophilus,xanthoprymnus,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,Herbivore,0,0,0,1,1,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Sundasciurus jentinki,RODENTIA,SCIURIDAE,Sundasciurus,jentinki,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Omnivore,0,1,0,0,0,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Tamias dorsalis,RODENTIA,SCIURIDAE,Tamias,dorsalis,3,0,0,0,0,0,3,1,1,0,0,0,1,1,1,1,Omnivore,0,1,0,1,1,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Tamias durangae,RODENTIA,SCIURIDAE,Tamias,durangae,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Herbivore,0,0,0,1,0,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Tamias merriami,RODENTIA,SCIURIDAE,Tamias,merriami,3,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,Omnivore,0,1,1,1,0,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Tamias senex,RODENTIA,SCIURIDAE,Tamias,senex,3,0,0,0,0,0,3,1,3,0,0,0,0,0,0,1,Omnivore,0,1,1,1,0,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Tamias striatus,RODENTIA,SCIURIDAE,Tamias,striatus,2,2,2,2,2,0,2,1,1,2,0,0,0,0,0,1,Omnivore,1,1,1,1,0,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Tamias umbrinus,RODENTIA,SCIURIDAE,Tamias,umbrinus,3,3,0,3,0,0,3,1,1,1,0,0,0,0,0,0,Omnivore,1,1,1,1,0,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Tamiasciurus mearnsi,RODENTIA,SCIURIDAE,Tamiasciurus,mearnsi,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,Herbivore,0,0,0,1,0,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Tamiops macclellandii,RODENTIA,SCIURIDAE,Tamiops,macclellandii,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,Omnivore,0,1,1,0,0,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Tamiops maritimus,RODENTIA,SCIURIDAE,Tamiops,maritimus,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,Omnivore,0,1,1,1,0,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Tamiops swinhoei,RODENTIA,SCIURIDAE,Tamiops,swinhoei,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,Omnivore,0,1,1,0,0,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Xerus erythropus,RODENTIA,SCIURIDAE,Xerus,erythropus,3,3,0,3,3,0,3,1,1,1,0,0,1,0,1,1,Omnivore,0,1,1,1,1,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
Xerus inauris,RODENTIA,SCIURIDAE,Xerus,inauris,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,Omnivore,0,1,1,1,1,"Thorington Jr,R.W., Koprowski, J.L., Steele, M.A., & Whatton, J.F. 2012. Squirrels of the world. JHU Press.",,,,,,,,,,,,,,,,,,,,,,,,,
